TRAVELER_ID,RESIDENCE_SGG_CD,GENDER,AGE_GRP,EDU_NM,MARR_STTS,FAMILY_MEMB,JOB_NM,INCOME,HOUSE_INCOME,TRAVEL_TERM,TRAVEL_NUM,TRAVEL_LIKE_SIDO_1,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SIDO_2,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SIDO_3,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE_1,TRAVEL_MOTIVE_2,TRAVEL_MOTIVE_3,TRAVEL_COMPANIONS_NUM,TRAVEL_STATUS_RESIDENCE_CODE,TRAVEL_STATUS_DESTINATION_CODE
e005116,41,여,40,7,2,4,2,7,11.0,3,5,42,42760,42,42720,28,28710,5,경기도,경기,자녀 동반 여행,1,3.0,7.0,3,41,41
e002635,11,여,30,6,2,4,3,7,12.0,2,1,41,41820,45,45800,28,28710,3,서울특별시,경기,자녀 동반 여행,3,7.0,1.0,3,11,41
e010773,11,여,30,4,1,1,2,4,7.0,3,2,42,42150,42,42110,28,28710,7,서울특별시,경기,나홀로 여행,7,2.0,1.0,0,11,41
e004588,41,남,30,6,2,3,2,7,12.0,2,1,42,42830,47,47110,41,41130,4,경기도,경기,자녀 동반 여행,3,7.0,10.0,1,41,41
e002183,41,여,30,6,1,3,3,4,8.0,1,1,50,50110,42,42210,26,26350,6,경기도,서울,2인 여행(가족 외),3,1.0,7.0,1,41,11
e006446,11,여,20,6,1,1,2,4,7.0,2,1,42,42150,26,26350,27,27110,7,서울특별시,인천,2인 여행(가족 외),3,5.0,1.0,1,11,28
e007829,11,여,30,5,1,3,2,4,4.0,2,1,50,50110,48,48220,27,27110,5,서울특별시,경기,나홀로 여행,2,1.0,5.0,0,11,41
e007759,11,남,40,7,2,3,3,7,7.0,3,6,42,42760,28,28110,41,41820,6,서울특별시,인천,자녀 동반 여행,1,3.0,2.0,1,11,28
e003909,11,남,30,6,2,3,3,6,6.0,2,2,11,11170,42,42130,26,26350,6,서울특별시,경기,자녀 동반 여행,3,7.0,1.0,2,11,41
e004349,28,여,20,6,1,4,4,3,12.0,2,1,50,50110,50,50130,26,26350,6,인천광역시,서울,2인 여행(가족 외),2,1.0,3.0,1,28,11
e006901,41,남,30,6,2,4,3,5,8.0,2,3,42,42150,46,46110,26,26350,4,경기도,경기,자녀 동반 여행,3,0.0,0.0,3,41,41
e007757,41,여,20,4,1,4,4,4,12.0,3,4,42,42230,42,42150,26,26350,7,경기도,서울,나홀로 여행,4,2.0,5.0,0,41,11
e003765,44,남,20,6,1,1,2,4,7.0,2,1,11,11650,44,44760,44,44825,7,충청남도,경기,2인 여행(가족 외),1,3.0,5.0,1,44,41
e006897,41,여,30,5,1,1,2,6,7.0,2,1,50,50130,26,26350,42,42150,7,경기도,경기,2인 여행(가족 외),1,2.0,3.0,1,41,41
e007748,41,남,30,6,2,2,3,4,6.0,3,4,42,42150,41,41280,43,43150,6,경기도,서울,2인 여행(가족 외),3,1.0,8.0,1,41,11
e005573,44,여,40,6,2,4,3,1,7.0,1,1,42,42150,41,41460,47,47170,7,충청남도,경기,자녀 동반 여행,3,0.0,0.0,2,44,41
e010366,11,여,30,6,2,3,3,6,10.0,2,2,41,41570,41,41480,41,41820,6,서울특별시,경기,부모 동반 여행,3,1.0,6.0,4,11,41
e005314,48,남,20,5,1,4,12,2,7.0,2,2,11,11680,50,50110,27,27230,7,경상남도,서울,2인 여행(가족 외),1,3.0,2.0,1,48,11
e001110,11,여,60,6,2,4,11,2,6.0,3,3,42,42150,30,30200,41,41360,5,서울특별시,경기,부모 동반 여행,3,6.0,1.0,10,11,41
e002739,41,여,20,5,1,4,12,1,9.0,3,4,50,50110,47,47130,26,26110,4,경기도,경기,부모 동반 여행,2,3.0,8.0,2,41,41
e002310,11,여,60,4,4,2,2,3,5.0,3,3,41,41820,28,28710,28,28110,2,서울특별시,경기,자녀 동반 여행,2,3.0,1.0,3,11,41
e001568,41,여,20,6,1,1,3,6,7.0,2,1,27,27230,50,50110,41,41590,7,경기도,경기,나홀로 여행,1,7.0,4.0,0,41,41
e010231,11,여,60,4,2,4,13,3,9.0,2,1,42,42150,45,45110,50,50130,3,서울특별시,경기,2인 여행(가족 외),2,3.0,1.0,1,11,41
e006853,11,여,60,6,2,4,3,1,5.0,2,1,50,50130,46,46730,42,42150,6,서울특별시,경기,2인 가족 여행,1,3.0,5.0,1,11,41
e004489,11,여,20,4,1,4,12,4,9.0,2,1,41,41820,41,41280,11,11680,6,서울특별시,경기,2인 여행(가족 외),6,7.0,1.0,1,11,41
e003850,41,남,30,6,1,2,3,4,4.0,3,5,42,42150,26,26350,46,46130,5,경기도,경기,2인 가족 여행,3,9.0,5.0,1,41,41
e001503,11,남,40,4,1,2,5,9,12.0,3,8,41,41820,29,29200,28,28710,7,서울특별시,경기,3인 이상 여행(가족 외),2,1.0,5.0,2,11,41
e007690,41,남,30,6,1,3,3,4,12.0,2,2,11,11170,11,11110,41,41110,6,경기도,경기,3인 이상 여행(가족 외),7,3.0,5.0,3,41,41
e000544,41,여,40,5,2,4,4,4,8.0,2,3,11,11110,11,11170,42,42150,4,경기도,경기,2인 여행(가족 외),7,2.0,1.0,1,41,41
e007198,28,여,40,6,2,3,2,5,10.0,2,1,42,42720,41,41650,11,11110,4,인천광역시,서울,자녀 동반 여행,8,3.0,7.0,2,28,11
e010850,11,남,20,6,1,11,3,3,3.0,2,1,42,42150,26,26350,42,42210,6,서울특별시,경기,2인 여행(가족 외),3,1.0,5.0,1,11,41
e002314,11,남,30,7,2,2,3,10,12.0,2,2,50,50130,42,42210,26,26350,2,서울특별시,경기,2인 가족 여행,1,6.0,3.0,1,11,41
e011596,11,남,20,4,1,4,12,2,5.0,2,1,11,11110,28,28140,46,46110,6,서울특별시,인천,나홀로 여행,1,2.0,7.0,0,11,28
e006947,30,여,20,5,2,2,4,4,5.0,2,3,50,50110,27,27230,11,11680,7,대전광역시,인천,2인 가족 여행,1,2.0,3.0,1,30,28
e005488,28,여,20,5,1,1,3,4,7.0,3,1,11,11110,50,50110,48,48310,7,인천광역시,서울,나홀로 여행,4,7.0,1.0,0,28,11
e000319,28,여,50,6,2,2,4,3,5.0,3,10,11,11620,11,11530,11,11440,2,인천광역시,경기,나홀로 여행,1,8.0,2.0,0,28,41
e002399,41,남,60,4,2,4,9,4,11.0,3,3,42,42150,41,41460,27,27290,5,경기도,경기,3인 이상 여행(가족 외),1,3.0,2.0,3,41,41
e003657,11,여,20,6,1,1,3,4,7.0,2,1,28,28245,41,41190,26,26710,2,서울특별시,인천,나홀로 여행,7,1.0,2.0,0,11,28
e000695,11,여,30,5,1,3,3,4,7.0,2,3,41,41820,28,28710,42,42150,3,서울특별시,경기,2인 여행(가족 외),2,1.0,5.0,1,11,41
e000296,41,여,30,6,1,2,2,5,7.0,3,8,11,11440,48,48120,42,42150,6,경기도,서울,나홀로 여행,4,7.0,1.0,0,41,11
e003826,41,남,40,6,2,4,2,6,6.0,3,4,42,42150,42,42210,42,42830,2,경기도,경기,자녀 동반 여행,1,6.0,3.0,3,41,41
e007837,41,남,40,6,2,4,3,6,6.0,2,3,41,41820,42,42750,42,42760,6,경기도,서울,자녀 동반 여행,8,7.0,1.0,3,41,11
e003023,11,남,40,7,2,4,3,5,11.0,2,1,42,42150,41,41650,47,47130,4,서울특별시,경기,자녀 동반 여행,3,1.0,2.0,3,11,41
e006902,41,여,20,6,1,3,3,3,3.0,2,2,11,11380,11,11710,11,11170,5,경기도,경기,나홀로 여행,2,1.0,8.0,0,41,41
e002202,11,남,30,7,2,2,2,6,11.0,2,1,50,50110,42,42210,26,26260,5,서울특별시,경기,2인 여행(가족 외),3,2.0,8.0,1,11,41
e001023,11,남,30,6,1,3,4,4,5.0,3,3,42,42210,26,26350,50,50110,4,서울특별시,경기,3인 이상 여행(가족 외),3,1.0,6.0,2,11,41
e000338,41,여,40,5,2,3,3,3,9.0,2,1,42,42210,42,42830,50,50130,7,경기도,서울,나홀로 여행,5,4.0,8.0,0,41,11
e006585,11,여,20,7,1,4,3,5,10.0,2,6,42,42210,41,41210,50,50110,6,서울특별시,인천,2인 여행(가족 외),3,8.0,1.0,1,11,28
e004687,28,남,40,6,2,3,7,6,7.0,2,1,41,41570,48,48120,42,42130,6,인천광역시,경기,3인 이상 여행(가족 외),7,8.0,3.0,6,28,41
e012357,11,여,30,6,1,1,2,6,7.0,3,5,41,41830,42,42150,47,47110,4,서울특별시,경기,나홀로 여행,8,1.0,2.0,0,11,41
e002304,11,여,40,6,1,4,3,4,11.0,2,3,42,42210,41,41830,42,42150,5,서울특별시,경기,3인 이상 여행(가족 외),3,7.0,10.0,5,11,41
e003535,41,남,20,6,1,1,3,4,7.0,3,3,27,27140,11,11500,11,11350,5,경기도,서울,2인 여행(가족 외),2,1.0,7.0,1,41,11
e007743,41,여,20,7,1,1,2,7,7.0,2,1,11,11680,50,50110,42,42150,6,경기도,경기,3인 이상 여행(가족 외),7,3.0,6.0,3,41,41
e010531,41,여,50,5,2,4,13,2,4.0,3,2,42,42210,50,50130,41,41360,1,경기도,서울,나홀로 여행,4,2.0,1.0,0,41,11
e006909,11,여,30,6,2,4,2,7,9.0,2,1,42,42210,42,42150,50,50130,4,서울특별시,경기,자녀 동반 여행,3,1.0,2.0,3,11,41
e003004,41,남,30,6,1,3,3,4,12.0,2,2,42,42150,42,42210,50,50130,7,경기도,경기,2인 여행(가족 외),7,1.0,6.0,1,41,41
e011803,11,여,30,6,1,1,2,4,7.0,3,3,50,50110,50,50130,42,42830,3,서울특별시,경기,나홀로 여행,1,6.0,2.0,0,11,41
e002922,11,남,30,7,1,4,3,5,8.0,2,2,41,41460,44,44270,41,41450,6,서울특별시,경기,2인 여행(가족 외),1,2.0,0.0,1,11,41
e002976,26,여,30,6,1,3,7,6,11.0,3,3,11,11260,30,30140,47,47820,1,부산광역시,서울,나홀로 여행,10,2.0,1.0,0,26,11
e006920,41,남,30,6,2,3,3,11,11.0,2,2,42,42780,41,41800,47,47840,6,경기도,서울,자녀 동반 여행,8,7.0,3.0,1,41,11
e003767,11,남,30,6,1,1,3,5,7.0,2,1,41,41280,11,11680,42,42210,7,서울특별시,경기,2인 여행(가족 외),3,2.0,1.0,1,11,41
e000771,11,여,40,7,2,3,2,5,11.0,3,5,50,50130,28,28710,42,42150,3,서울특별시,경기,3인 이상 여행(가족 외),2,3.0,1.0,2,11,41
e000612,11,남,40,7,2,3,3,7,7.0,3,4,42,42150,28,28110,50,50110,5,서울특별시,인천,자녀 동반 여행,3,1.0,7.0,1,11,28
e009112,41,여,20,5,1,4,4,2,12.0,2,1,11,11710,11,11680,41,41820,7,경기도,서울,2인 가족 여행,4,7.0,2.0,1,41,11
e002740,41,여,30,6,2,4,2,5,10.0,2,2,42,42170,41,41500,26,26350,5,경기도,서울,자녀 동반 여행,1,3.0,2.0,3,41,11
e008030,41,남,20,4,1,5,12,2,9.0,2,1,42,42170,50,50130,11,11170,7,경기도,서울,2인 여행(가족 외),6,3.0,7.0,1,41,11
e007200,11,남,20,5,1,1,13,2,7.0,3,4,50,50110,26,26500,11,11440,7,서울특별시,경기,2인 여행(가족 외),3,7.0,5.0,1,11,41
e004818,11,남,60,6,2,4,2,8,8.0,2,1,41,41830,41,41170,45,45110,6,서울특별시,경기,자녀 동반 여행,1,2.0,3.0,3,11,41
e003293,41,남,40,6,1,2,7,5,7.0,2,1,41,41110,11,11680,41,41450,7,경기도,경기,3인 이상 여행(가족 외),3,2.0,1.0,6,41,41
e012240,41,여,40,4,1,1,12,3,7.0,3,5,50,50110,44,44800,46,46130,5,경기도,경기,3인 이상 여행(가족 외),5,3.0,10.0,4,41,41
e001308,41,남,30,6,2,3,3,5,9.0,1,1,41,41110,28,28185,41,41460,7,서울특별시,경기,자녀 동반 여행,6,2.0,3.0,2,11,41
e006050,41,남,40,6,1,3,2,3,9.0,2,4,42,42210,26,26350,50,50130,5,경기도,경기,3인 이상 여행(가족 외),1,9.0,3.0,4,41,41
e006052,41,남,40,6,1,1,3,5,7.0,2,4,42,42170,11,11620,30,30140,6,경기도,인천,3인 이상 여행(가족 외),3,6.0,1.0,3,41,28
e007214,41,남,30,6,2,2,10,5,8.0,2,1,41,41280,42,42150,41,41360,6,경기도,경기,나홀로 여행,6,2.0,1.0,0,41,41
e010715,11,남,20,6,1,5,12,1,3.0,3,5,50,50110,42,42210,26,26710,7,서울특별시,경기,2인 여행(가족 외),3,1.0,2.0,1,11,41
e002163,41,여,60,4,2,5,5,3,6.0,3,5,42,42150,46,46900,41,41480,5,경기도,경기,3대 동반 여행(친척 포함),2,0.0,0.0,3,41,41
e000397,11,여,50,6,2,4,3,5,11.0,2,1,42,42820,41,41820,26,26410,3,서울특별시,경기,3인 이상 여행(가족 외),3,1.0,7.0,2,11,41
e002477,11,여,40,6,2,2,3,7,11.0,2,1,42,42830,42,42210,41,41830,6,서울특별시,경기,2인 가족 여행,2,3.0,1.0,1,11,41
e007328,11,여,50,6,2,3,2,5,8.0,3,5,41,41820,42,42150,28,28710,4,서울특별시,경기,3인 이상 여행(가족 외),3,4.0,7.0,4,11,41
e001422,41,남,40,6,2,4,1,6,6.0,2,2,42,42210,42,42230,47,47130,6,경기도,경기,자녀 동반 여행,3,2.0,1.0,2,41,41
e003079,27,여,30,6,2,2,3,4,6.0,2,2,27,27140,50,50110,42,42150,7,대구광역시,경기,2인 여행(가족 외),7,1.0,6.0,1,27,41
e007656,11,여,30,4,1,3,4,3,4.0,3,6,50,50130,42,42150,48,48220,2,서울특별시,경기,2인 여행(가족 외),1,3.0,2.0,1,11,41
e000761,41,남,50,6,2,3,3,5,5.0,2,1,42,42210,41,41450,41,41830,4,경기도,경기,3인 이상 여행(가족 외),9,2.0,1.0,2,41,41
e000787,11,여,20,6,1,1,12,2,7.0,3,5,50,50110,48,48840,26,26350,7,서울특별시,인천,3인 이상 여행(가족 외),3,1.0,7.0,4,11,28
e002662,41,남,20,6,1,2,3,4,10.0,2,2,48,48310,50,50110,42,42830,7,경기도,경기,2인 여행(가족 외),3,2.0,1.0,1,41,41
e008897,11,여,30,6,1,1,9,3,7.0,3,1,42,42830,42,42150,46,46130,6,서울특별시,경기,나홀로 여행,1,7.0,2.0,0,11,41
e007815,41,남,30,6,2,3,4,6,10.0,2,1,41,41130,11,11680,46,46130,1,경기도,경기,자녀 동반 여행,3,8.0,7.0,1,41,41
e009147,41,여,20,4,1,3,12,1,3.0,3,1,50,50110,48,48240,11,11140,5,경기도,서울,2인 여행(가족 외),3,1.0,5.0,1,41,11
e002673,28,여,40,7,2,1,2,7,7.0,2,3,41,41280,41,41290,41,41570,6,인천광역시,경기,자녀 동반 여행,3,6.0,7.0,2,28,41
e002056,11,여,30,4,4,4,11,2,11.0,2,1,42,42150,42,42720,41,41570,5,서울특별시,경기,나홀로 여행,1,5.0,6.0,0,11,41
e010230,28,여,20,6,1,4,12,2,7.0,2,1,11,11440,11,11170,26,26350,6,인천광역시,서울,나홀로 여행,1,5.0,4.0,0,28,11
e009857,41,여,20,4,1,4,12,2,10.0,3,4,50,50110,26,26350,11,11710,5,경기도,서울,나홀로 여행,7,5.0,6.0,0,41,11
e004154,41,여,20,5,2,2,3,5,8.0,2,2,42,42150,26,26500,45,45110,7,경기도,서울,2인 가족 여행,1,3.0,7.0,1,41,11
e005551,41,여,20,6,2,2,3,4,7.0,3,2,42,42230,50,50110,41,41210,3,경기도,경기,2인 여행(가족 외),1,0.0,0.0,1,41,41
e006851,41,남,40,7,2,4,2,5,6.0,2,2,41,41480,11,11380,41,41630,5,경기도,서울,자녀 동반 여행,8,1.0,7.0,3,41,11
e007863,11,여,40,6,2,3,5,5,8.0,3,4,42,42210,26,26500,50,50130,5,서울특별시,경기,나홀로 여행,1,7.0,2.0,0,11,41
e009655,11,남,60,6,2,4,4,5,5.0,4,1,42,42210,26,26350,46,46150,4,서울특별시,경기,2인 여행(가족 외),3,7.0,1.0,1,11,41
e003276,41,여,60,4,3,4,13,1,9.0,2,1,41,41460,42,42110,50,50130,4,경기도,서울,2인 가족 여행,1,2.0,3.0,1,41,11
e004948,11,여,30,6,1,1,4,4,7.0,2,1,42,42210,50,50110,45,45110,6,서울특별시,경기,2인 여행(가족 외),2,1.0,4.0,1,11,41
e000293,44,여,30,6,1,1,3,3,7.0,3,2,11,11110,50,50130,50,50110,4,충청남도,서울,나홀로 여행,1,2.0,7.0,0,44,11
e008771,28,남,20,4,1,4,12,2,5.0,3,2,42,42150,50,50110,47,47130,2,인천광역시,서울,나홀로 여행,2,1.0,7.0,0,28,11
e012264,41,여,20,7,1,4,12,2,12.0,2,3,50,50110,41,41110,42,42150,7,경기도,경기,3인 이상 여행(가족 외),9,7.0,3.0,2,41,41
e001521,11,여,20,6,2,2,3,4,6.0,3,4,50,50130,42,42210,42,42830,7,서울특별시,경기,나홀로 여행,1,5.0,0.0,0,11,41
e003034,11,남,20,5,1,4,2,2,5.0,3,5,26,26350,42,42150,41,41110,7,서울특별시,경기,2인 가족 여행,5,4.0,1.0,1,11,41
e007678,11,여,40,6,2,4,3,1,7.0,2,1,41,41570,41,41450,47,47170,4,서울특별시,경기,자녀 동반 여행,7,1.0,3.0,3,11,41
e004612,44,여,20,4,1,1,9,4,7.0,2,1,30,30110,41,41820,41,41110,5,충청남도,경기,2인 여행(가족 외),6,3.0,2.0,1,44,41
e003724,41,여,20,6,1,1,3,6,7.0,3,4,50,50130,42,42210,26,26350,4,경기도,서울,2인 여행(가족 외),3,2.0,0.0,1,41,11
e004017,11,여,20,7,1,4,3,4,8.0,2,1,42,42150,41,41650,41,41480,4,서울특별시,경기,2인 여행(가족 외),2,1.0,3.0,1,11,41
e011567,11,여,20,8,1,4,2,4,12.0,2,1,26,26350,50,50130,41,41820,3,서울특별시,인천,2인 가족 여행,2,1.0,0.0,1,11,28
e004219,45,여,30,8,1,1,2,5,7.0,3,1,50,50130,46,46130,42,42830,1,전라북도,서울,나홀로 여행,4,1.0,8.0,0,45,11
e001244,41,여,60,6,2,4,1,8,12.0,2,2,11,11110,11,11680,50,50130,6,경기도,서울,2인 가족 여행,3,2.0,5.0,1,41,11
e005476,26,여,20,6,1,4,3,4,9.0,1,1,50,50110,48,48840,26,26710,7,부산광역시,서울,2인 여행(가족 외),3,1.0,2.0,1,26,11
e004857,36,남,30,8,2,3,2,6,6.0,2,1,43,43110,30,30200,28,28260,5,세종특별자치시,인천,자녀 동반 여행,1,3.0,8.0,2,36,28
e006005,41,여,20,6,1,3,3,4,4.0,2,1,42,42210,26,26350,50,50110,5,경기도,경기,2인 여행(가족 외),1,3.0,7.0,1,41,41
e010271,41,여,30,6,2,4,11,1,5.0,3,3,42,42150,11,11305,30,30200,7,경기도,경기,2인 여행(가족 외),1,5.0,10.0,1,41,41
e002782,11,여,30,5,2,4,4,1,5.0,2,2,41,41820,42,42210,50,50130,5,서울특별시,경기,자녀 동반 여행,7,3.0,4.0,3,11,41
e011498,41,여,40,4,5,2,3,5,5.0,3,3,42,42820,41,41820,42,42110,7,서울특별시,경기,자녀 동반 여행,2,0.0,0.0,3,11,41
e002973,11,여,60,5,1,2,2,3,3.0,3,5,42,42210,41,41820,26,26350,2,서울특별시,경기,3대 동반 여행(친척 포함),2,3.0,6.0,4,11,41
e001201,41,남,40,4,1,1,1,6,7.0,2,1,41,41460,43,43150,44,44825,7,경기도,경기,2인 여행(가족 외),1,3.0,2.0,1,41,41
e002323,11,여,20,6,1,1,3,3,7.0,3,3,26,26350,50,50130,41,41820,6,서울특별시,경기,2인 여행(가족 외),2,3.0,1.0,1,11,41
e004122,11,여,30,5,2,4,11,2,8.0,2,2,41,41220,41,41590,11,11110,7,서울특별시,경기,자녀 동반 여행,3,1.0,10.0,3,11,41
e003999,11,남,30,6,1,2,4,4,5.0,2,1,50,50130,42,42210,46,46130,4,서울특별시,경기,2인 여행(가족 외),3,7.0,6.0,1,11,41
e007761,11,남,30,6,1,1,3,5,7.0,2,1,50,50130,50,50110,26,26710,6,서울특별시,경기,2인 여행(가족 외),3,2.0,7.0,1,11,41
e000322,28,남,60,6,2,2,4,5,5.0,2,1,26,26320,11,11350,50,50110,4,인천광역시,경기,나홀로 여행,1,8.0,2.0,0,28,41
e007673,11,여,40,6,2,2,3,4,10.0,3,4,42,42210,50,50110,41,41650,1,서울특별시,경기,나홀로 여행,5,0.0,0.0,0,11,41
e001937,44,여,30,6,2,3,2,4,8.0,3,2,44,44760,41,41830,26,26350,6,충청남도,경기,자녀 동반 여행,5,1.0,0.0,2,44,41
e002136,29,여,30,6,2,2,3,1,4.0,1,1,50,50130,26,26350,27,27110,4,광주광역시,서울,2인 가족 여행,3,5.0,0.0,1,29,11
e010316,41,여,30,4,1,4,12,1,11.0,3,3,11,11710,11,11290,26,26500,4,경기도,서울,3인 이상 여행(가족 외),3,1.0,7.0,2,41,11
e007653,41,여,20,6,1,5,12,1,7.0,2,1,50,50130,42,42150,26,26350,4,경기도,경기,나홀로 여행,2,1.0,7.0,0,41,41
e000852,41,여,30,6,1,3,2,4,8.0,3,10,50,50110,46,46130,47,47130,6,경기도,경기,2인 여행(가족 외),3,1.0,7.0,1,41,41
e001093,41,여,30,6,2,2,3,4,6.0,3,10,11,11110,41,41270,28,28245,7,경기도,서울,2인 여행(가족 외),2,1.0,7.0,1,41,11
e001905,11,여,50,6,2,3,3,4,7.0,3,6,28,28260,50,50110,41,41630,5,서울특별시,경기,3인 이상 여행(가족 외),1,8.0,3.0,2,11,41
e000030,11,남,50,5,2,3,3,11,11.0,2,2,41,41830,41,41480,42,42780,3,서울특별시,경기,나홀로 여행,5,1.0,2.0,0,11,41
e004168,41,여,20,6,1,1,3,4,7.0,3,4,42,42150,11,11110,48,48120,6,경기도,서울,2인 여행(가족 외),5,3.0,1.0,1,41,11
e006491,41,남,60,6,1,3,2,5,8.0,3,2,50,50110,42,42150,46,46890,3,경기도,경기,3대 동반 여행(친척 포함),4,2.0,3.0,2,41,41
e004205,11,여,20,6,1,1,2,5,7.0,3,3,50,50130,48,48310,47,47130,5,서울특별시,경기,나홀로 여행,7,1.0,8.0,0,11,41
e003997,28,여,30,6,1,4,3,3,6.0,2,2,11,11440,50,50110,11,11170,4,인천광역시,서울,2인 여행(가족 외),3,2.0,1.0,1,28,11
e005154,41,여,20,6,1,1,12,2,7.0,2,1,50,50110,11,11110,11,11170,6,경기도,서울,나홀로 여행,7,4.0,1.0,0,41,11
e006537,41,여,30,6,1,1,3,2,7.0,3,5,41,41480,11,11380,41,41280,5,경기도,서울,2인 여행(가족 외),8,3.0,7.0,1,41,11
e011490,41,여,50,4,2,4,11,1,7.0,3,2,42,42150,50,50130,50,50110,5,경기도,서울,나홀로 여행,1,7.0,8.0,0,41,11
e004392,41,남,20,5,1,3,3,5,12.0,2,1,26,26350,50,50130,11,11590,4,경기도,서울,2인 여행(가족 외),1,3.0,7.0,1,41,11
e005391,41,여,60,5,2,5,11,1,6.0,3,5,11,11140,41,41820,41,41270,4,경기도,서울,2인 가족 여행,2,1.0,3.0,1,41,11
e002394,41,여,40,7,1,3,3,5,8.0,3,4,42,42150,11,11200,44,44825,6,서울특별시,경기,3인 이상 여행(가족 외),2,1.0,9.0,7,11,41
e004503,11,여,60,6,2,4,2,3,6.0,3,3,42,42150,50,50110,48,48240,4,서울특별시,경기,3인 이상 여행(가족 외),8,4.0,3.0,2,11,41
e010274,11,여,20,6,1,1,3,4,7.0,2,2,42,42170,42,42150,45,45110,5,서울특별시,경기,2인 여행(가족 외),3,1.0,7.0,1,11,41
e012349,41,여,20,6,1,4,12,1,7.0,2,3,50,50110,46,46840,48,48120,5,경기도,경기,2인 가족 여행,6,3.0,2.0,1,41,41
e007745,11,여,20,6,1,2,3,4,7.0,2,1,42,42150,42,42210,50,50130,7,서울특별시,경기,2인 가족 여행,7,1.0,3.0,1,11,41
e011399,11,여,40,6,1,1,3,4,7.0,3,5,50,50130,26,26350,11,11110,2,서울특별시,경기,나홀로 여행,1,2.0,6.0,0,11,41
e004256,47,여,60,4,2,4,11,3,9.0,3,7,42,42150,31,31200,50,50130,2,경상북도,서울,자녀 동반 여행,3,7.0,1.0,3,47,11
e001252,42,여,60,5,2,4,4,3,11.0,3,5,42,42150,46,46130,50,50130,2,강원도,경기,3인 이상 여행(가족 외),3,2.0,1.0,6,42,41
e001384,11,남,20,6,1,2,2,4,7.0,3,8,46,46130,42,42150,47,47130,6,서울특별시,경기,2인 여행(가족 외),1,3.0,5.0,1,11,41
e009629,41,여,60,5,2,4,11,1,7.0,3,2,11,11110,42,42210,50,50130,4,경기도,서울,자녀 동반 여행,2,8.0,1.0,1,41,11
e002736,30,여,50,5,2,3,11,1,6.0,3,3,44,44250,26,26320,46,46130,4,대전광역시,서울,나홀로 여행,7,2.0,4.0,0,30,11
e007818,41,남,30,6,2,3,2,6,7.0,2,2,41,41820,42,42110,41,41430,6,경기도,경기,자녀 동반 여행,3,0.0,0.0,3,41,41
e003206,11,여,30,6,2,2,3,5,8.0,3,2,50,50130,44,44150,48,48840,6,서울특별시,경기,나홀로 여행,5,1.0,10.0,0,11,41
e000774,11,여,30,6,2,3,3,7,10.0,3,4,50,50130,42,42230,46,46130,4,서울특별시,경기,자녀 동반 여행,1,3.0,2.0,6,11,41
e001914,41,여,20,6,1,1,2,6,7.0,2,2,50,50130,42,42150,46,46780,7,경기도,서울,2인 여행(가족 외),7,3.0,1.0,1,41,11
e008506,28,남,30,5,2,2,4,4,9.0,2,1,11,11680,46,46130,28,28185,1,인천광역시,서울,2인 여행(가족 외),5,2.0,1.0,1,28,11
e005223,41,남,30,6,2,3,3,4,6.0,2,2,47,47250,42,42110,44,44130,4,경기도,경기,자녀 동반 여행,3,8.0,0.0,2,41,41
e005682,41,여,20,4,1,3,12,1,8.0,3,2,11,11440,42,42150,11,11110,7,경기도,경기,부모 동반 여행,2,3.0,1.0,2,41,41
e006198,41,여,40,7,1,2,3,3,7.0,3,10,11,11110,45,45130,11,11230,6,경기도,서울,2인 가족 여행,3,5.0,2.0,1,41,11
e002375,11,남,30,6,1,2,3,3,5.0,3,2,42,42150,50,50130,45,45110,4,서울특별시,경기,2인 가족 여행,2,1.0,7.0,1,11,41
e005713,45,여,30,5,1,3,2,3,5.0,3,2,50,50110,47,47130,48,48840,6,전라북도,서울,나홀로 여행,1,7.0,2.0,0,45,11
e000992,28,여,40,7,2,3,2,5,8.0,3,8,41,41570,11,11560,42,42150,3,인천광역시,경기,자녀 동반 여행,3,1.0,6.0,1,28,41
e006791,28,남,20,4,1,4,4,4,12.0,3,6,11,11110,46,46130,45,45730,6,인천광역시,경기,2인 여행(가족 외),7,1.0,3.0,1,28,41
e002593,11,여,50,6,2,4,3,4,10.0,3,3,50,50110,26,26350,42,42150,4,서울특별시,경기,3인 이상 여행(가족 외),6,2.0,7.0,3,11,41
e006946,11,여,60,7,2,2,2,6,7.0,2,1,26,26350,44,44130,42,42110,3,서울특별시,경기,2인 가족 여행,8,1.0,3.0,1,11,41
e000646,11,여,20,6,1,2,2,7,7.0,3,4,50,50110,42,42210,26,26410,4,서울특별시,경기,나홀로 여행,1,0.0,0.0,0,11,41
e007802,11,여,30,6,1,2,3,4,7.0,2,2,42,42820,28,28185,50,50130,7,서울특별시,경기,나홀로 여행,2,5.0,8.0,0,11,41
e005238,41,여,20,6,1,4,12,2,7.0,3,3,50,50130,26,26350,41,41360,6,경기도,경기,2인 여행(가족 외),7,1.0,3.0,1,41,41
e007480,41,남,20,6,1,4,3,4,8.0,3,1,26,26140,11,11680,41,41290,1,경기도,경기,나홀로 여행,1,2.0,0.0,0,41,41
